"LogID","AdvertID","LogIP","LogTimestamp","LogBrowser","LogType","LogOriginPage"
"11812217","782","104.129.53.97","2022-03-26 15:25:47","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/contact-us.php"
"11812231","782","104.129.53.97","2022-03-26 15:29:15","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/videos.php"
"11812250","782","104.129.53.97","2022-03-26 15:32:21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/article-desc.php"
"11812263","782","104.129.53.97","2022-03-26 15:34:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/opinion.php"
"11812280","782","104.129.53.97","2022-03-26 15:42:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11812305","782","158.69.27.213","2022-03-26 16:54:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812308","782","167.114.101.27","2022-03-26 16:55:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812313","782","142.4.218.55","2022-03-26 17:00:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812325","782","23.94.6.142","2022-03-26 17:15:30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812380","782","51.79.77.176","2022-03-27 13:33:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812382","782","167.114.101.27","2022-03-27 13:34:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812387","782","144.217.67.28","2022-03-27 13:39:19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812395","782","38.93.239.24","2022-03-27 13:54:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812398","782","63.150.152.126","2022-03-27 17:15:29","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0","C","/contact-us.php"
"11812474","782","69.160.160.60","2022-03-27 23:59:03","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36","C","/index.php"
"11812487","782","54.39.103.203","2022-03-28 05:38:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812488","782","144.217.67.28","2022-03-28 05:39:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812493","782","54.39.48.71","2022-03-28 05:44:54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812500","782","154.13.64.246","2022-03-28 06:00:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812503","782","2a00:23c7:7615:900:3","2022-03-28 11:07:35","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0","C","/article-desc.php"
"11812516","782","154.210.4.110","2022-03-28 13:41:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","C","/index.php"
"11812585","782","54.39.243.52","2022-03-28 23:55:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812586","782","142.44.215.7","2022-03-28 23:56:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812591","782","142.44.215.7","2022-03-29 00:01:10","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812600","782","172.102.195.183","2022-03-29 00:16:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812614","782","192.126.234.214","2022-03-29 00:39:19","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/index.php"
"11812634","782","192.126.234.214","2022-03-29 00:41:57","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/news.php"
"11812648","782","192.126.234.214","2022-03-29 00:44:18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/pages.php"
"11812660","782","192.126.234.214","2022-03-29 00:46:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/vrevents.php"
"11812672","782","192.126.234.214","2022-03-29 00:48:03","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/events.php"
"11812682","782","192.126.234.214","2022-03-29 00:49:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/contact-us.php"
"11812696","782","192.126.234.214","2022-03-29 00:52:37","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/videos.php"
"11812715","782","192.126.234.214","2022-03-29 00:55:53","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/article-desc.php"
"11812728","782","192.126.234.214","2022-03-29 00:58:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/opinion.php"
"11812745","782","192.126.234.214","2022-03-29 01:06:29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/pages.php"
"11812771","782","54.39.103.203","2022-03-29 10:14:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812773","782","54.39.104.161","2022-03-29 10:15:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812776","782","149.56.25.49","2022-03-29 10:20:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812789","782","192.3.56.37","2022-03-29 10:35:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11812791","782","80.192.55.30","2022-03-29 10:59:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36","C","/article-desc.php"
"11812800","782","86.9.169.223","2022-03-29 14:49:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36 Edg/99.0.1150.55","C","/index.php"
"11812807","782","93.158.91.36","2022-03-29 14:53:47","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36","C","/article-desc.php"
"11812810","782","93.158.91.36","2022-03-29 14:55:28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36","C","/authors.php"
"11812814","782","104.144.52.172","2022-03-29 15:00:02","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/index.php"
"11812834","782","104.144.52.172","2022-03-29 15:12:35","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/news.php"
"11812848","782","104.144.52.172","2022-03-29 15:20:46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/pages.php"
"11812860","782","104.144.52.172","2022-03-29 15:28:09","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/vrevents.php"
"11812872","782","104.144.52.172","2022-03-29 15:33:47","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/events.php"
"11812882","782","104.144.52.172","2022-03-29 15:36:40","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/contact-us.php"
"11812896","782","104.144.52.172","2022-03-29 15:50:07","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/videos.php"
"11812916","782","104.144.52.172","2022-03-29 16:00:47","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/article-desc.php"
"11812929","782","104.144.52.172","2022-03-29 16:25:45","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/opinion.php"
"11812982","782","40.121.52.98","2022-03-29 22:34:38","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36","C","/index.php"
"11813003","782","142.4.217.87","2022-03-30 03:41:16","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813004","782","167.114.101.27","2022-03-30 03:42:16","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813008","782","51.161.84.126","2022-03-30 03:47:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813015","782","167.100.110.211","2022-03-30 04:02:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813034","782","138.128.81.53","2022-03-30 06:53:44","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/index.php"
"11813050","782","138.128.81.53","2022-03-30 07:10:38","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11813062","782","138.128.81.53","2022-03-30 07:12:13","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/events.php"
"11813072","782","138.128.81.53","2022-03-30 07:13:13","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/contact-us.php"
"11813086","782","138.128.81.53","2022-03-30 07:20:13","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/videos.php"
"11813105","782","138.128.81.53","2022-03-30 07:23:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/article-desc.php"
"11813118","782","138.128.81.53","2022-03-30 07:27:57","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/opinion.php"
"11813133","782","138.128.81.53","2022-03-30 07:41:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11813166","782","195.224.98.242","2022-03-30 15:17:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36","C","/index.php"
"11813210","782","167.114.101.27","2022-03-30 22:00:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813211","782","54.39.104.161","2022-03-30 22:01:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813214","782","142.44.136.207","2022-03-30 22:06:19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813225","782","192.3.59.114","2022-03-30 22:21:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813229","782","92.118.40.38","2022-03-30 22:32:45","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/index.php"
"11813246","782","40.76.81.138","2022-03-31 03:37:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36","C","/contact-us.php"
"11813277","782","93.158.91.36","2022-03-31 11:01:29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36","C","/pages.php"
"11813290","782","92.118.40.202","2022-03-31 13:17:21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/index.php"
"11813331","782","54.39.48.71","2022-03-31 16:41:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813333","782","54.39.104.161","2022-03-31 16:42:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813335","782","51.161.115.227","2022-03-31 16:47:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813346","782","172.98.181.110","2022-03-31 17:02:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813391","782","92.118.40.226","2022-04-01 04:31:41","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/index.php"
"11813408","782","92.118.40.226","2022-04-01 05:01:30","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/news.php"
"11813441","782","54.39.243.52","2022-04-01 10:55:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813444","782","54.39.50.78","2022-04-01 10:57:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813446","782","54.39.243.52","2022-04-01 11:02:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813457","782","107.152.149.76","2022-04-01 11:17:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813469","782","154.210.4.172","2022-04-01 13:55:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","C","/index.php"
"11813500","782","192.241.108.232","2022-04-01 18:00:33","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/index.php"
"11813521","782","192.241.108.232","2022-04-01 18:02:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/news.php"
"11813534","782","192.241.108.232","2022-04-01 18:04:49","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11813545","782","192.241.108.232","2022-04-01 18:07:08","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/vrevents.php"
"11813556","782","192.241.108.232","2022-04-01 18:08:12","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/events.php"
"11813565","782","192.241.108.232","2022-04-01 18:09:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/contact-us.php"
"11813578","782","192.241.108.232","2022-04-01 18:12:17","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/videos.php"
"11813596","782","192.241.108.232","2022-04-01 18:15:12","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/article-desc.php"
"11813612","782","192.241.108.232","2022-04-01 18:18:09","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/opinion.php"
"11813627","782","192.241.108.232","2022-04-01 18:25:11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11813658","782","142.44.215.7","2022-04-02 04:03:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813660","782","51.79.77.176","2022-04-02 04:04:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813662","782","144.217.67.28","2022-04-02 04:09:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813672","782","23.250.30.56","2022-04-02 04:24:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813686","782","192.241.108.115","2022-04-02 07:42:50","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/index.php"
"11813704","782","192.241.108.115","2022-04-02 07:45:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/news.php"
"11813717","782","192.241.108.115","2022-04-02 07:47:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/pages.php"
"11813728","782","192.241.108.115","2022-04-02 07:49:14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/vrevents.php"
"11813739","782","192.241.108.115","2022-04-02 07:50:18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/events.php"
"11813748","782","192.241.108.115","2022-04-02 07:51:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/contact-us.php"
"11813761","782","192.241.108.115","2022-04-02 07:54:23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/videos.php"
"11813778","782","192.241.108.115","2022-04-02 07:57:19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/article-desc.php"
"11813790","782","192.241.108.115","2022-04-02 08:00:16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/opinion.php"
"11813805","782","192.241.108.115","2022-04-02 08:07:32","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/pages.php"
"11813851","782","51.79.77.176","2022-04-02 21:58:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813852","782","51.79.77.176","2022-04-02 21:59:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813855","782","51.161.84.126","2022-04-02 22:03:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813869","782","23.239.195.16","2022-04-02 22:18:57","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813878","782","92.118.40.32","2022-04-02 23:28:58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","C","/index.php"
"11813901","782","51.161.117.63","2022-04-03 06:03:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813902","782","149.56.25.49","2022-04-03 06:04:15","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813906","782","142.4.218.55","2022-04-03 06:09:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813912","782","74.91.58.177","2022-04-03 06:24:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11813913","782","52.188.112.54","2022-04-03 06:41:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36","C","/contact-us.php"
"11813929","782","45.57.187.243","2022-04-03 12:23:27","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/index.php"
"11813947","782","45.57.187.243","2022-04-03 12:25:35","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/news.php"
"11813960","782","45.57.187.243","2022-04-03 12:27:40","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/pages.php"
"11813971","782","45.57.187.243","2022-04-03 12:29:45","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/vrevents.php"
"11813982","782","45.57.187.243","2022-04-03 12:30:49","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/events.php"
